City ,Confirmed Covid Case Numbers
São Pedro do Turvo,253835
Inimutaba,72220
Umari,8436
Florestal,3932
Brejinho,128592
Moema,18551
Granito,269194
Rio d’Oeste,230
Quatiguá,91526
Assis Brasil,5547914
Barão do Triunfo,24107
Laje de Muriaé,5968
Felizburgo,337573
Goioxim,93620
São João Batista do Glória,389804
Trombudo Central,161
Alpercata,247454
Maracajá,22988
Irajuba,3751
Campo Belo do Sul,16130
Serranópolis,13735
São José da Barra,27
Guatapará,232672
Chã Preta,802088
Itacajá,6555
Altaneira,1775220
Muribeca,2832518
Laguna Carapã,1167940
Joviânia,254870
Ouro,839319
Inconfidentes,46942
Paulo Frontin,47959
Salete,726432
Santa Terezinha,429720
Monsenhor Hipólito,168432
Livramento,2
Ibirarema,106770
Sericita,299215
Antônio Olinto,102511
Cabeceiras,1801
Nazarèzinho,130945
Itagimirim,538518
Itaju do Colônia,10822
Paraíso do Sul,2142
Passo do Sertão,183311
Caiçara,3000
Indaiabira,270849
Monteirópolis,69545
Portalegre,9
Caraá,40876
Belém do Brejo do Cruz,34284
Nazaré do Piauí,512091
Santa Luzia do Norte,55924
Luisiana,14241
Manuel Viana,30504
Santo Antônio do Retiro,4
Cristalândia,19149
Ajuricaba,1293
Nuporanga,1
Destêrro de Entre Rios,254676
Santana da Vargem,2501
Jaraguari,53100
Antonina do Norte,99248
Engenheiro Navarro,517023
Guidoval,70590
Reduto,52946
Cubati,513241
Jussiape,2668
São José de Ubá,7193
Tarabaí,5383
Ibiraiaras,166019
Abel Figueiredo,155063
Antônio Martins,122414
Pedro Avelino,210364
Faro,374121
Jacuípe,14910
Dois Irmãos do Tocantins,332971
Araguacema,1179812
São Miguel de Taipu,2865622
Laurentino,845224
São Tomé das Letras,215443
Treze de Maio,1075543
Delfinópolis,26688
Santana dos Garrotes,50
Machacalis,4945
São Tomás de Aquino,1973
Capetinga,3
Naque,5087
Palmitinho,2338
Novo Areal,440914
Amaral Ferrador,41090
Junco do Seridó,709939
Lavrinhas,9764
Serra Redonda,4121
Central de Minas,61824
Guia Lopes,388835
Santa Filomena do Maranhão,251690
Nova Ibiá,20
Alecrim,14632
Periquito,1635465
São Brás,136467
Iraí de Minas,10652
Meleiro,164201
Formigueiro,34889
Salto da Divisa,13111
Sapucaí-Mirim,687353
Ponto Belo,24117
Cabeceira Grande,4322
São Miguel do Anta,13308
Faina,509
Paulicéia,129500
Conquista,5637
Abadia dos Dourados,13374
Água Doce,20017
Confins,335345
Galiléia,5186487
Indianópolis,43734
Araporã,556107
Ipeúna,265098
Palmópolis,98451
Divinópolis do Tocantins,4
São José do Ouro,223345
Sabáudia,5275
Divisa Alegre,305201
São Carlos do Ivaí,6658
Aguiarnópolis,93201
Maquiné,38682
Gália,73689
Glorinha,81413
Tiros,14613
Ferreira Gomes,26424
Limeira d’Oeste,44624
Bossoroca,741
Marilena,542124
Bonfim,188958
Vitorino,69902
São Sebastião do Curral,224195
Mambaí,51159
Cuitegi,16949
Ererê,110403
Ribeiro Gonçalves,382487
Hulha Negra,6311
Careaçu,28088
Cacimbas,22624
Renascença,68162
Lagoa de São Francisco,574048
Herval,6844
Santo Antônio do Pinhal,1580827
Belo Monte,109
Roteiro,1002
Angical do Piauí,518811
Chuí,52109
Ouvidor,135741
Natividade da Serra,2158
Pérola do Oeste,22368
Itambaracá,122929
Terezinha,7341
Tumiritinga,80020
Santa Cruz da Vitória,80377
Boa Vista do Burica,22144
Quixaba,876732
Crisólita,340137
Santo Antônio da Alegria,63253
Santa Clara do Sul,10917
Açuã,24093
Arapoema,369183
Sapopema,33905
Luislândia,51882
Catugi,20437
Pedra Bonita,266065
Faxinal do Soturno,124
Padre Marcos,28325
Ijaci,5346
Pinhão,18808
Guarantã,487578
Barro Duro,983587
Grandes Rios,48806
Barão de Cotegipe,31446
Mariópolis,60137
Palma,24583
Dona Eusébia,37485
Anta,26015
Diamante,634391
Grão Pará,1058
São José do Piauí,38300
Guairaçá,177243
Santa Fé do Araguaia,2488
Passo do Sobrado,689576
Afonso Cunha,126229
Cipotânea,12393
Morro Reuter,96677
Nova Aliança,1609
Tuiuti,62560
Aratiba,107799
Águas Mornas,26868
Mamonas,141373
Guarda Mor,248
São José do Jacuri,128748
Condor,39695
Sertão de Santana,37905
Águas de Chapecó,393415
Cândido Godói,57065
Porto do Mangue,65881
São Francisco de Oliveira,68106
Nova Palma,3777077
Marisópolis,94390
São José da Boa Vista,415965
Orindiúva,10022
Maturé,55451
Bom Jardim de Minas,29907
Vargem Alegre,903121
Luís Domingues,17984
Lassance,18788
Botumirim,190098
Doutor Severiano,228451
Nossa Senhora de Lourdes,605851
Rio Sono,32826
Tiradentes,574
Iacri,770432
Brejo dos Santos,64186
Juti,5790
Lagoão,58489
Laranjal,4059
Selvíria,12214
Mendes Pimentel,61129
Barra do Rocha,79918
Santo Antônio de Lisboa,56166
Macambira,78834
Córrego Fundo,949000
Quintana,11298
Padre Carvalho,36275
São Francisco do Piauí,55084
Francisco Alves,10548
Cacaulândia,598
Sardoá,765
Jussari,25390
São Julião,654031
Adrianópolis,68604
Bela Vista do Tôldo,11783
Santa Maria do Erval,537401
Arandu,346325
Pirajuba,36074
Ichu,60679
Itirapuã,42732
Tanque d’Arca,152516
Pinhalão,12271
Vidal Ramos,60726
Baixio,9987
Inhaúma,33283
Amaporã,26221
Paraíso,108365
Echaporã,1416868
Fazenda Nova,0
Vila Boa,49
Anhembi,48748
Sertão,398450
Itarumã,131663
Luisburgo,88400
Munhoz,33061
Rio Grande do Piauí,34056
São Francisco de Goiás,120505
São Francisco de Sales,2669
Silvianópolis,382073
São Gonçalo do Abaeté,3895920
São Jose de Gaiana,470020
Progresso,75303
Taiaçu,63
Pontal do Araguaia,676
Santa Cruz do Piauí,79818
General Sampaio,35967
Inaciolândia,2310335
Pouso Alto,22780
Serraria,18844
São João do Sabugi,42388
Soledade de Minas,106768
Colômbia,613
São João da Ponta,1021
Barão,32750
Americano Brasil,4446
Rio das Antas,125586
Parecis,194
Darcinópolis,35236
Olhos d’Água,181616
Silveiras,1119979
Ibiracatu,4288
Jandaia,8122
Almadina,5500
Cocal dos Alves,146460
Itumirim,595328
Senador Elói de Souza,3898
São João da Serra,13
Barra Longa,103
Pardinho,34
Graça Aranha,37961
Potiretama,16517
Gurinhatã,1641
Jambeiro,8134
Taciba,131664
Santo Antônio do Jardim,2412
Pai Pedro,275
Anta Gorda,2764
Rio Espera,40887
Mesquita,147
Pedra Bela,788470
Itueta,7584
Pacujá,188
Campo Alegre de Goiás,154803
Divisa Nova,39888
Ouro Verde de Minas,75752
Colônia do Gurguéia,738028
Itaguatins,35867
Pau D’Arco,1317
Chapéu,1612
Xambrê,1314
Sales,283870
Betânia do Piauí,38780
Felipe Guerra,179034
Aiuruoca,9765
Ibiara,34575
José da Penha,11832
Santa Albertina,14381
Cristália,31576
Camalaú,68159
São Pedro de Alcântara,56927
Américo de Campos,1050
São João de Manteninha,38997
Maria Helena,9410
Santa Bárbara do Rio Pardo,51535
Fruta de Leite,191068
Fernandes Pinheiro,1375420
Itaú,740189
Rodeio Bonito,15687
Ubarana,385
Ararica,370628
Campina do Monte Alegre,68972
Tucunduva,3476
Santa Maria da Serra,80418
Paula Freitas,1591
Coqueiro Sêco,85822
São João do Caiuá,35805
Rio Manso,1343
Bandeira do Sul,86693
Gaurama,270621
Frei Gaspar,12176
Aragominas,4486
Santa Luz,330417
Poloni,723
Sobrália,937
Gracho Cardoso,573
Aroazes,42047
Firmino Alves,69924
Senhora de Oliveira,24209
Sertaneja,1939
Itaverava,3131
Serra de São Bento,33144
Liberato Salzano,23437
Britânia,20721
Fernando Prestes,35278
Severiano Melo,14628
Solidão,59818
Calumbi,314482
Jaramatáia,20344
Patrocínio do Muriaé,46786
Piacatu,2424904
Coroados,36525
Três Fronteiras,455790
São Domingos das Dores,2347966
São Nicolau,52279
Veredinha,22922
Luzerna,57095
Pato Bragado,145429
Chalé,34192
Santa Ernestina,87370
Guaimbê,129883
Santa Rita do Itueto,204151
Malta,123931
Cedro de São João,43500
Cocalinho,20053
Bacurituba,1269
Virgolândia,43893
Aliança do Tocantins,21265
Perobal,47674
São José do Goiabal,72750
Barrolândia,21427
Pranchita,5962
Taiuva,21119
Couto de Magalhães,37943
Goiandira,15418
Taquarivaí,34959
Campinas do Piauí,75149
Corguinho,30470
Cana Verde,17407
São Cristovão do Sul,6611
Barra do Chapéu,54465
Alambari,339612
Cravolândia,44510
Caiana,425
São Pedro do Suaçuí,126880
Aguiar,102297
Romelândia,870412
Caiuá,58922
Conceição do Pará,111661
Japi,31213
São Jorge do Ivaí,831087
Itaara,39593
Bento Fernandes,74766
Rondinha,37405
Coronel Ezequiel,467815
Campinas do Sul,25787
Machadinho,30562
Brejinho de Nazaré,134624
Sabino,50
Bom Jesus do Amparo,764338
Pequizeiro,13033
Luisiânia,708721
Piranguçu,8426
Boa Ventura,27382
Aramina,67748
Bertolínia,5579897
Caparaó,66979
Sambaíba,44089
Benedito Leite,48436
Alcantil,284301
Campo Novo,101944
Cabaceiras,13397
Caxingá,11789
Itaguaru,458292
Braúna,705142
Joanésia,391567
Caseara,276877
Catas Altas,81106
Entre-Folhas,20176
Jampruca,43602
Datas,29681
Marabá Paulista,9019
Pôrto Lucena,50251
Silvanópolis,552133
Itacambira,248748
Santo Inácio,986435
Jeceaba,48098
Senador Amaral,4706
Jacaré dos Homens,1516282
São Tomé,598766
Turvelândia,316272
Porto dos Gaúchos,603174
Janduís,8774
Liberdade,2964
Feira Nova,10333
Figueirópolis,13550
Jaboti,111203
Botuverá,20
Doutor Maurício Cardoso,24257
Viadutos,20732
Vicente Dutra,33357
Rochedo,1157039
Dom Cavati,265234
Santa Maria do Salto,112319
Parazinho,51019
Landri Sales,67490
Volta Grande,20068
Avaí,4620
Baliza,2823
Acorizal,58117
Divina Pastora,7624
Santana do Itararé,60269
Angelina,61811
Dom Silvério,12107
Marianópolis do Tocantins,222884
Francinópolis,1102
Francisco Dumont,322352
Dores de Guanhães,2129
Santana de Mangueira,125
Rio do Prado,98303
Victor Meireles,1014088
Guaramiranga,201868
Jequitibá,5572
Manoel Emídio,2095319
São Francisco do Glória,1253
Lagoa do Sítio,256162
Salto do Itararé,3051
Cristiano Otoni,76
Maetinga,116960
Salmourão,263330
Erval Grande,269910
Agricolândia,798113
Ibiquera,23913
Tamboara,59076
Marcelino Ramos,995754
Felício dos Santos,109603
Brochier,16939
Vila Propício,122154
Gameleiras,181
Rafael Fernandes,171
Goianorte,127
Caturaí,5286
Catuti,30695
Madre de Deus de Minas,42748
Guzolândia,29044
Serra do Navio,123937
São José da Varginha,638
Bocaina de Minas,54599
Cacique Doble,46980
Turvolândia,138859
Quinta do Sol,692382
Crucilândia,1097300
José Raydam,3164
Itajá,6930
São Gonçalo do Piauí,15139
Álvaro de Carvalho,451830
São Pedro da União,47009
Ipiguá,529748
Congonhas do Norte,31235
Floraí,198689
Descoberto,35274
Pratânia,43736
Braúnas,97727
Ibertioga,41154
Vargem Grande do Rio Pardo,106193
Piedade dos Gerais,72588
Cuparaque,45178
José Boiteux,195265
Mossâmedes,508448
Bom Jesus do Tocantins,316897
Príncipe da Beira,1060683
Abunã,13898
Bandar Seri Begawan,1196778
Kuala Belait,46688
Bangar,56693
Tutong,462368
Seria,265216
Kampong Tunah Jambu,358459
Kampong Mata Mata,76257
Kampong Beribi,76398
Kampong Mulaut,2919
Kampong Rimba,44116
Sofia,199
Varna,37452
Plovdiv,96060
Burgas,84828
Ruse,138000
Stara Zagora,248758
Pleven,538994
Sliven,334760
Dobrich,31567
Shumen,11494
Haskovo,18
Yambol,367376
Pazardzhik,1605
Pernik,68846
Blagoevgrad,42725
Veliko Tarnovo,26030
Vratsa,916042
Kardzhali,0
Kyustendil,13
Gabrovo,23566
Vidin,151337
Montana,151258
Targovishte,257422
Silistra,1059990
Lovech,840480
Razgrad,60987
Smolyan,77203
Asenovgrad,225349
Kazanlak,102019
Dimitrovgrad,92720
Petrich,28874
Dupnitsa,40413
Gorna Oryahovitsa,281887
Sandanski,97765
Samokov,2424
Nova Zagora,1005
Karlovo,4
Velingrad,432982
Sevlievo,25
Lom,42873
Aytos,37606
Svishtov,22840
Harmanli,64143
Troyan,5007
Botevgrad,63957
Peshtera,43229
Gotse Delchev,947810
Karnobat,124270
Svilengrad,3188105
Momchilgrad,61812
Panagyurishte,56429
Popovo,45605
Chirpan,62542
Rakovski,232030
Parvomay,225257
Provadia,14644
Berkovitsa,611
Novi Pazar,883
Radomir,2069
Novi Iskar,251
Pomorie,4796
Ihtiman,516
Radnevo,7944
Nesebar,1015
Balchik,222892
Razlog,13132
Stamboliyski,38765
Byala Slatina,309647
Kozloduy,2366
Kavarna,152297
Bankya,30592
Pavlikeni,74710
Isperih,25138
Mezdra,748
Kostinbrod,590981
Etropole,123911
Knezha,1915
Elhovo,54371
Omurtag,249494
Tutrakan,33037
Ardino,76371
Lukovit,88530
Teteven,67377
Kubrat,24760
Tryavna,58783
Bansko,32436
Krichim,1842344
Sredets,36161
Veliki Preslav,234
Devnya,21235
Rakitovo,553277
Septemvri,860084
Lyaskovets,68986
Krumovgrad,2941389
Belo Pole,126475
Aksakovo,391
Simeonovgrad,1
Dzhebel,19861
Dulovo,173109
Belene,6091
Beloslav,1618
Svoge,156853
Lyubimets,73445
Dryanovo,32662
Zlatograd,239474
Tervel,456
Dolni Chiflik,1745
Simitli,46525
Pirdop,39705
Slivnitsa,16282
Kuklen,2408
Elin Pelin,41560
General Toshevo,36343
Lozen,15919
Devin,31032
Aydemir,33761
Kostenets,55271
Tvarditsa,56101
Straldzha,19970
Varshets,54
Tsarevo,0
Kotel,5865
Yakoruda,0
Kameno,8
Belogradchik,0
Vetovo,0
Elena,3892
Bobov Dol,4438
Topolovgrad,0
Strazhitsa,0
Riltsi,39437
Oryahovo,404477
Benkovski,124239
Suvorovo,1669891
Chepelare,313519
Perushtitsa,11499
Zlatitsa,258125
Bozhurishte,94909
Yablanovo,18265
Draginovo,22641
Ouagadougou,26188
Bobo-Dioulasso,26900
Koudougou,184956
Ouahigouya,1484
Banfora,421924
Kaya,61050
Dédougou,24106
Tenkodogo,1728
Dori,20549
Fada Ngourma,70094
Manga,3308
Ziniaré,673029
Gaoua,33149
Réo,59070
Léo,45765
Koupéla,60673
Kombissiri,83788
Nouna,2563
Diapaga,212434
Yako,445
Djibo,40053
Zorgo,427494
Orodara,1267090
Pô,94762
Tougan,159735
Boulsa,1016
Diébougou,672422
Salanso,59661
Bogandé,980
Gorom-Gorom,1889
Sapouy,2737
Sebba,38943
Bujumbura,1478
Gitega,40435
Ngozi,38943
Kayanza,84
Bubanza,352
Karuzi,42941
Kirundo,30649
Muyinga,61353
Makamba,101610
Ruyigi,28820
Rutana,1362
Muramvya,87144
Bururi,387194
Cankuzo,65486
Isale,132176
Rumonge,126651
Cibitoke,13569
Gatumba,32149
Abidjan,1257
Yamoussoukro,3514683
Bouaké,221880
Korhogo,640876
Daloa,332235
San-Pédro,11396
Man,214870
Divo,787726
Gagnoa,3991
Soubré,384773
Abengourou,12764
Dabou,8025
Dimbokro,1392
Bondoukou,346070
Séguéla,203150
Odienné,51620
Bangolo,235
Agboville,416565
Grand-Bassam,13414
Bouaflé,143228
Guiglo,4494
Ferkessédougou,29198
Toumodi,24645
Sassandra,77733
Aboisso,7010
Touba,4923
Praia,3870
Mindelo,11476
São Filipe,30863
Ribeira Grande,299219
Tarrafal,353735
Assomada,131832
Pedra Badejo,71836
Sal Rei,1657558
Espargos,272659
Calheta de São Miguel,712
Porto Inglês,11491
Cidade Velha,184
Ponta do Sol,282685
Pombas,417840
João Teves,252690
Igreja,72220
Nova Sintra,8436
Cova Figueira,3932
Ribeira Brava,128489
Porto Novo,18550
Phnom Penh,268901
Siem Reap,224
Battambang,91405
Kampong Cham,5538938
Prey Veng,24107
Kratie,5968
Pursat,336840
Takeo,93583
Sisophon,388929
Kampong Chhnang,161
Kampot,247106
Krong Kep,22988
Kampong Thom,3749
Kampong Speu,16014
Koh Kong,13624
Stung Treng,27
Svay Rieng,232141
Tbeng Meanchey,801672
Sen Monorom,6555
Ta Khmau,1769940
Banlung,2823887
Sihanoukville,1164149
Suong,254870
Samraong,839308
Pailin,46942
Kampong Thum,47899
Lumphat,726432
Yaoundé,427873
Douala,168108
Maroua,2
Bafoussam,106770
Bamenda,298223
Garoua,102186
Limbe,1782
Ngaoundéré,130712
Bertoua,538218
Kumba,10815
Buea,2142
Kumbo,182899
Edéa,2998
Nkongsamba,270376
Kousséri,69545
Ébolowa,9
Bogo,40780
Bafang,34274
Foumban,505115
Guider,54365
Mbalmayo,14240
Meïganga,30499
Dschang,4
Tibati,19114
Bafia,1293
Wum,1
Kribi,254601
Batouri,2501
Kalfou,52470
Bélabo,99203
Eséka,516812
Abong Mbang,70568
Bandjoun,52712
Kontcha,505643
Aiyomojok,2668
Mbé,7193
George Town,5369
Bangui,165979
Bimbo,155028
Berbérati,121963
Bambari,208607
Bouar,373774
Bossangoa,14910
Bria,330457
Bangassou,1178217
Nola,2864546
Kaga Bandoro,844811
Sibut,215160
Mbaïki,1075236
Bozoum,26658
Obo,46
Ndélé,4935
Birao,1973
Mobaye,3
Carnot,5087
Zemio,2338
Kabo,439847
Kouango,41062
Baboua,709673
Bossembele,9764
Ouadda,4121
Yakossi,61799
N’Djamena,388719
Moundou,251531
Sarh,20
Abéché,14623
Goz-Beida,1632571
Koumra,135929
Am-Timan,10652
Doba,161242
Bongor,34889
Mongo,12928
Ati,687353
Laï,24052
Mao,3862
Moussoro,13308
Faya,509
Bol,126118
Biltine,5481
Massenya,13363
Fada,19444
Pala,334099
Massakory,5178648
Amdjarass,43507
Bardaï,554516
Kelo,262009
Yao,98164
Fianga,4
Pala Oua,222052
Oum Hadjer,5119
Zouar,305201
Santiago,6649
Concepción,93106
Puente Alto,38679
Maipú,73621
La Florida,81348
Antofagasta,14606
Viña del Mar,26423
San Bernardo,44193
Temuco,740
Las Condes,541928
Rancagua,188062
Talca,69902
Coquimbo,223632
Arica,51096
La Serena,16935
Iquique,110029
Puerto Montt,382150
Chillán,6307
Calama,28025
Osorno,22611
Talcahuano,67932
Copiapó,574048
Valdivia,6820
Quilpué,1562060
Los Ángeles,109
Villa Alemana,1002
La Granja,516407
Punta Arenas,51950
Coronel,135407
Curicó,2147
Espejo,22247
Alto Hospicio,122929
Lo Barnechea,7282
San Joaquín,79646
La Reina,79831
Coyhaique,22047
Placilla de Peñuelas,876411
Buin,340040
Peñaflor,63185
Chiguayante,10915
San Antonio,23867
Ovalle,365620
Linares,33857
Quillota,51882
San Felipe,20375
Los Andes,265133
San Fernando,124
Talagante,28215
Villarrica,5314
Angol,18739
Penco,487020
Vallenar,980712
Lota,48800
Alerce,31409
Tomé,60137
Parral,24517
Ancud,37395
Constitución,25977
Lampa,633883
Isla de Maipo,1058
Cañete,38238
Concón,177184
Curanilahue,2488
Quintero,685574
Nueva Imperial,125716
Cauquenes,12393
Pucón,95943
Chillán Viejo,1608
La Unión,62083
Puerto Varas,107738
Carahue,26853
Salamanca,141373
Las Cabras,248
Tocopilla,128498
Cartagena,39623
Lebu,37845
La Cruz,393415
Casablanca,56827
Los Vilos,65716
Hualqui,67794
Purranque,3776346
Illapel,94245
Pichidegua,415337
Cabildo,10004
La Ligua,55451
Puerto Natales,29907
Hijuelas,895177
Arauco,17925
Puerto Aysén,18512
Batuco,190098
Río Bueno,228451
Curacautín,605851
Collipulli,32645
Calbuco,574
Loncoche,767193
Chépica,63612
Peumo,5790
Diego de Almagro,58129
Chañaral,4059
Vicuña,12204
El Tabo,61040
San José de Maipo,79871
Frutillar,56095
Purén,78795
Tierra Amarilla,945694
Los Lagos,11292
Pichilemu,36191
San Francisco de Mostazal,55060
Galvarino,10423
Chuquicamata,598
Palmilla,765
Chicureo Abajo,25340
Panguipulli,653784
Andacollo,68596
Punitaqui,11773
Yungay,536969
Pinto,346325
María Pinto,35836
Caldera,60120
Lonquimay,42642
Taltal,150522
Lago Ranco,12271
Pozo Almonte,60449
Lo Miranda,9925
Puerto Octay,33249
Lanco,26221
Ventanas,108280
Quinchao,1415219
Curarrehue,0
Fresia,49
Pelluhue,48727
Hanga Roa,397715
Dalcahue,131210
Monte Águila,88218
Quirihue,33007
Oficina María Elena,34054
Papudo,120349
Porvenir,2668
Chonchi,381776
Contulmo,3894329
San Pedro de Atacama,469156
Puchuncaví,75303
Alto del Carmen,63
Combarbalá,673
Laraquete,79671
Chaitén,35886
Cochrane,2308266
Huasco,22610
Mejillones,18844
Puerto Williams,42292
La Punta,106737
Quellón,612
El Palqui,1018
Toltén,32488
Toconao,4425
Balsadero Río Verde,125586
